client_id,rep_id,territory,drug,drug_class,month,rx_volume,target_rx,calls_made,samples_distributed
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-04-01,606,511,67,16
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-05-01,616,511,75,23
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-06-01,559,511,76,46
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-07-01,518,511,43,28
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-08-01,568,511,70,34
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-09-01,483,511,76,16
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-10-01,533,511,41,42
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-11-01,410,511,53,37
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2023-12-01,440,511,77,48
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-01-01,463,511,25,15
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-02-01,550,511,53,10
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-03-01,476,511,41,11
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-04-01,553,511,29,43
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-05-01,589,511,58,31
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-06-01,662,511,31,33
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-07-01,585,511,78,19
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-08-01,583,511,54,41
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-09-01,505,511,23,31
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-10-01,477,511,34,49
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-11-01,456,511,60,49
CLT002,REP11,TER-N2,Levothyroxine,Endocrine,2024-12-01,480,511,77,37
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-01-01,182,240,22,17
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-02-01,212,240,63,42
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-03-01,251,240,58,32
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-04-01,237,240,44,28
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-05-01,232,240,31,19
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-06-01,260,240,27,33
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-07-01,289,240,56,30
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-08-01,237,240,27,18
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-09-01,249,240,59,27
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-10-01,215,240,61,29
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-11-01,186,240,35,12
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2022-12-01,206,240,64,12
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-01-01,250,240,74,17
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-02-01,225,240,56,41
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-03-01,223,240,23,39
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-04-01,270,240,25,28
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-05-01,280,240,65,25
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-06-01,287,240,20,30
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-07-01,257,240,47,47
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-08-01,291,240,77,40
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-09-01,231,240,24,34
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-10-01,237,240,22,42
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-11-01,209,240,54,37
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2023-12-01,192,240,48,18
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-01-01,223,240,38,20
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-02-01,259,240,21,18
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-03-01,253,240,22,21
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-04-01,226,240,47,39
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-05-01,303,240,75,35
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-06-01,277,240,52,30
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-07-01,313,240,70,27
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-08-01,276,240,77,20
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-09-01,287,240,41,26
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-10-01,273,240,24,20
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-11-01,221,240,52,29
CLT002,REP11,TER-N2,Losartan,Cardiovascular,2024-12-01,237,240,35,43
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-01-01,240,263,20,17
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-02-01,227,263,74,32
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-03-01,264,263,77,34
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-04-01,276,263,66,47
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-05-01,292,263,76,23
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-06-01,309,263,55,21
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-07-01,326,263,79,22
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-08-01,282,263,34,27
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-09-01,295,263,46,32
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-10-01,264,263,78,36
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-11-01,212,263,33,45
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2022-12-01,211,263,72,17
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-01-01,240,263,33,29
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-02-01,241,263,68,34
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-03-01,275,263,57,32
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-04-01,306,263,41,28
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-05-01,346,263,64,16
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-06-01,345,263,33,18
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-07-01,351,263,79,28
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-08-01,300,263,66,23
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-09-01,283,263,55,49
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-10-01,265,263,36,39
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-11-01,258,263,71,34
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2023-12-01,240,263,33,20
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-01-01,273,263,78,13
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-02-01,310,263,47,17
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-03-01,292,263,41,25
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-04-01,345,263,48,39
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-05-01,298,263,65,30
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-06-01,336,263,40,14
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-07-01,323,263,63,42
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-08-01,311,263,72,18
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-09-01,315,263,36,43
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-10-01,301,263,43,41
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-11-01,285,263,66,49
CLT002,REP11,TER-N2,Amlodipine,Cardiovascular,2024-12-01,322,263,31,21
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-01-01,349,422,48,31
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-02-01,354,422,59,30
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-03-01,415,422,48,13
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-04-01,466,422,74,16
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-05-01,419,422,31,12
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-06-01,424,422,41,11
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-07-01,428,422,60,10
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-08-01,358,422,27,32
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-09-01,418,422,37,26
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-10-01,356,422,31,15
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-11-01,336,422,59,23
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2022-12-01,280,422,54,29
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-01-01,347,422,57,17
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-02-01,326,422,62,29
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-03-01,391,422,40,18
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-04-01,406,422,43,46
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-05-01,488,422,40,48
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-06-01,446,422,74,48
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-07-01,531,422,38,20
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-08-01,438,422,32,10
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-09-01,460,422,27,17
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-10-01,361,422,72,21
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-11-01,327,422,45,48
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2023-12-01,384,422,47,14
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-01-01,369,422,37,27
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-02-01,370,422,21,13
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-03-01,395,422,37,46
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-04-01,376,422,38,37
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-05-01,518,422,31,24
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-06-01,497,422,60,48
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-07-01,556,422,29,11
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-08-01,425,422,70,20
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-09-01,436,422,70,18
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-10-01,485,422,76,48
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-11-01,392,422,46,11
CLT002,REP11,TER-N2,Lisinopril,Cardiovascular,2024-12-01,393,422,48,47
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-01-01,478,517,54,10
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-02-01,504,517,74,24
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-03-01,469,517,42,33
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-04-01,637,517,76,47
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-05-01,659,517,37,45
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-06-01,694,517,54,18
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-07-01,693,517,79,43
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-08-01,580,517,51,12
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-09-01,674,517,60,32
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-10-01,474,517,59,20
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-11-01,429,517,76,45
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2022-12-01,540,517,79,42
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-01-01,565,517,47,46
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-02-01,677,517,26,13
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-03-01,582,517,29,27
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-04-01,659,517,47,44
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-05-01,642,517,30,47
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-06-01,676,517,24,17
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-07-01,612,517,31,47
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-08-01,618,517,20,40
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-09-01,567,517,24,39
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-10-01,582,517,75,33
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-11-01,555,517,23,35
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2023-12-01,522,517,46,36
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-01-01,526,517,49,46
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-02-01,647,517,77,46
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-03-01,618,517,42,15
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-04-01,685,517,23,27
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-05-01,622,517,67,31
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-06-01,639,517,23,14
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-07-01,726,517,53,31
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-08-01,619,517,72,32
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-09-01,547,517,51,30
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-10-01,568,517,65,30
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-11-01,564,517,70,10
CLT002,REP17,TER-S1,Levothyroxine,Endocrine,2024-12-01,572,517,47,33
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-01-01,571,644,36,44
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-02-01,665,644,79,27
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-03-01,753,644,77,28
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-04-01,864,644,56,48
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-05-01,760,644,36,46
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-06-01,800,644,55,28
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-07-01,814,644,53,20
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-08-01,700,644,73,21
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-09-01,674,644,75,29
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-10-01,666,644,60,21
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-11-01,580,644,71,41
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2022-12-01,615,644,25,45
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-01-01,586,644,43,32
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-02-01,639,644,34,36
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-03-01,607,644,69,26
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-04-01,990,644,70,23
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-05-01,688,644,66,13
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-06-01,737,644,26,44
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-07-01,830,644,71,26
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-08-01,796,644,36,42
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-09-01,745,644,32,40
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-10-01,756,644,74,25
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-11-01,780,644,40,25
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2023-12-01,673,644,31,11
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-01-01,732,644,49,39
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-02-01,663,644,66,44
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-03-01,740,644,26,12
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-04-01,893,644,20,45
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-05-01,918,644,56,22
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-06-01,953,644,59,17
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-07-01,939,644,20,45
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-08-01,930,644,54,11
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-09-01,780,644,53,23
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-10-01,686,644,23,39
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-11-01,814,644,32,41
CLT002,REP17,TER-S1,Losartan,Cardiovascular,2024-12-01,726,644,53,28
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-01-01,265,373,53,25
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-02-01,308,373,57,11
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-03-01,322,373,66,40
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-04-01,333,373,79,43
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-05-01,398,373,33,36
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-06-01,362,373,73,38
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-07-01,411,373,36,39
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-08-01,368,373,72,22
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-09-01,291,373,76,34
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-10-01,342,373,41,40
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-11-01,295,373,29,19
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2022-12-01,313,373,55,17
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-01-01,347,373,69,23
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-02-01,339,373,69,37
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-03-01,324,373,34,31
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-04-01,342,373,49,13
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-05-01,407,373,37,21
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-06-01,387,373,74,40
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-07-01,376,373,53,20
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-08-01,368,373,60,21
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-09-01,331,373,68,38
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-10-01,324,373,45,27
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-11-01,336,373,42,33
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2023-12-01,281,373,69,17
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-01-01,293,373,30,10
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-02-01,366,373,62,28
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-03-01,396,373,23,45
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-04-01,400,373,37,24
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-05-01,412,373,25,21
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-06-01,447,373,70,46
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-07-01,445,373,44,19
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-08-01,405,373,66,32
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-09-01,391,373,56,42
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-10-01,338,373,43,20
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-11-01,331,373,49,18
CLT002,REP17,TER-S1,Amlodipine,Cardiovascular,2024-12-01,328,373,40,29
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-01-01,444,449,47,44
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-02-01,455,449,66,27
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-03-01,550,449,60,16
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-04-01,566,449,60,22
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-05-01,626,449,50,11
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-06-01,567,449,35,18
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-07-01,558,449,75,31
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-08-01,642,449,52,45
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-09-01,554,449,53,18
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-10-01,539,449,43,17
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-11-01,497,449,47,15
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2022-12-01,472,449,63,30
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-01-01,443,449,20,45
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-02-01,563,449,40,44
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-03-01,571,449,73,19
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-04-01,594,449,72,19
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-05-01,592,449,44,12
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-06-01,567,449,66,47
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-07-01,726,449,43,38
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-08-01,618,449,62,34
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-09-01,544,449,57,10
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-10-01,527,449,39,37
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-11-01,444,449,47,21
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2023-12-01,441,449,46,39
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-01-01,438,449,26,41
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-02-01,495,449,51,34
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-03-01,562,449,71,21
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-04-01,677,449,35,25
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-05-01,686,449,26,45
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-06-01,580,449,66,18
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-07-01,706,449,42,34
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-08-01,622,449,75,17
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-09-01,551,449,59,12
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-10-01,515,449,48,38
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-11-01,498,449,34,32
CLT002,REP17,TER-S1,Lisinopril,Cardiovascular,2024-12-01,428,449,63,35
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-01-01,276,358,47,31
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-02-01,284,358,60,26
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-03-01,291,358,61,35
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-04-01,316,358,44,19
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-05-01,318,358,32,17
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-06-01,331,358,59,13
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-07-01,399,358,62,10
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-08-01,311,358,68,47
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-09-01,309,358,66,40
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-10-01,251,358,60,35
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-11-01,259,358,73,42
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2022-12-01,318,358,69,47
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-01-01,244,358,77,30
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-02-01,304,358,65,14
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-03-01,342,358,37,23
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-04-01,356,358,29,22
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-05-01,439,358,25,38
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-06-01,332,358,27,42
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-07-01,303,358,63,15
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-08-01,375,358,60,25
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-09-01,334,358,75,35
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-10-01,367,358,76,21
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-11-01,283,358,38,32
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2023-12-01,251,358,74,47
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-01-01,300,358,23,38
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-02-01,317,358,78,43
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-03-01,320,358,35,11
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-04-01,418,358,53,17
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-05-01,389,358,51,45
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-06-01,360,358,66,39
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-07-01,439,358,78,29
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-08-01,413,358,43,31
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-09-01,361,358,56,19
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-10-01,355,358,55,46
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-11-01,331,358,62,30
CLT002,REP02,TER-S2,Levothyroxine,Endocrine,2024-12-01,252,358,43,49
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-01-01,433,549,46,38
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-02-01,516,549,22,22
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-03-01,528,549,44,38
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-04-01,599,549,26,12
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-05-01,671,549,54,44
CLT002,REP02,TER-S2,Losartan,Cardiovascular,2022-06-01,587,549,68,48
